
="",="(1)",="(2)"
="",="war # status",="war #goods"

="(sum) value",="",=""
="ally # Blockade",="0",=""
="",="(.)",=""

="ally # Mercantilist_War",="108.2",=""
="",="(1.54)",=""

="foe # Blockade",="363.8***",=""
="",="(4.00)",=""

="foe # Mercantilist_War",="108.1",=""
="",="(1.54)",=""

="neutral # Blockade",="408.7**",=""
="",="(2.58)",=""

="neutral # Mercantilist_War",="108.0",=""
="",="(1.54)",=""

="ally # Blockade # year_of_war",="-0.0608",=""
="",="(-1.55)",=""

="ally # Mercantilist_War # year_of_war",="0.0623***",=""
="",="(3.49)",=""

="foe # Blockade # year_of_war",="0.143***",=""
="",="(4.26)",=""

="foe # Mercantilist_War # year_of_war",="-0.0321",=""
="",="(-0.37)",=""

="neutral # Blockade # year_of_war",="0.168*",=""
="",="(2.09)",=""

="neutral # Mercantilist_War # year_of_war",="0.0737**",=""
="",="(3.03)",=""

="Allemagne # Coffee",="0",="0"
="",="(.)",="(.)"

="Allemagne # Eau de vie",="6.184",="8.529"
="",="(0.16)",="(0.22)"

="Allemagne # Other",="67.37",="60.45"
="",="(1.73)",="(1.26)"

="Allemagne # Sugar",="31.05",="-179.1*"
="",="(0.60)",="(-2.17)"

="Allemagne # Wine",="-17.26",="-44.64"
="",="(-0.46)",="(-1.49)"

="Angleterre # Coffee",="-8.405",="-15.39"
="",="(-0.20)",="(-0.24)"

="Angleterre # Eau de vie",="44.87",="62.64"
="",="(1.00)",="(1.16)"

="Angleterre # Other",="63.80",="62.94"
="",="(1.32)",="(1.14)"

="Angleterre # Sugar",="136.5**",="-39.89"
="",="(3.04)",="(-0.54)"

="Angleterre # Wine",="55.46",="41.84"
="",="(1.12)",="(0.86)"

="Espagne # Coffee",="122.4**",="153.3**"
="",="(3.13)",="(2.63)"

="Espagne # Eau de vie",="-4.197",="4.855"
="",="(-0.11)",="(0.12)"

="Espagne # Other",="68.29",="67.28"
="",="(1.82)",="(1.40)"

="Espagne # Sugar",="170.8***",="-10.11"
="",="(4.13)",="(-0.14)"

="Espagne # Wine",="54.57",="41.60"
="",="(1.42)",="(1.32)"

="Flandre et autres états de l'Empereur # Coffee",="101.8*",="130.6*"
="",="(2.50)",="(2.22)"

="Flandre et autres états de l'Empereur # Eau de vie",="137.9**",="161.8**"
="",="(2.72)",="(3.04)"

="Flandre et autres états de l'Empereur # Other",="125.8**",="122.3*"
="",="(3.14)",="(2.46)"

="Flandre et autres états de l'Empereur # Sugar",="92.12*",="-96.99"
="",="(2.31)",="(-1.41)"

="Flandre et autres états de l'Empereur # Wine",="119.1**",="107.4**"
="",="(2.97)",="(3.22)"

="Hollande # Coffee",="211.0***",="236.6***"
="",="(3.78)",="(3.49)"

="Hollande # Eau de vie",="126.2**",="139.2**"
="",="(3.01)",="(3.03)"

="Hollande # Other",="75.81",="63.40"
="",="(1.95)",="(1.30)"

="Hollande # Sugar",="220.2***",="32.62"
="",="(3.61)",="(0.44)"

="Hollande # Wine",="103.4*",="80.38*"
="",="(2.54)",="(2.24)"

="Italie # Coffee",="166.9***",="192.3**"
