
="",="(1)",="(2)"
="",="war # status",="war #goods"

="(sum) value",="",=""
="ally # Blockade",="0",=""
="",="(.)",=""

="ally # Mercantilist_War",="174.5**",=""
="",="(2.58)",=""

="foe # Blockade",="377.4***",=""
="",="(4.13)",=""

="foe # Mercantilist_War",="174.3*",=""
="",="(2.58)",=""

="neutral # Blockade",="345.3*",=""
="",="(2.04)",=""

="neutral # Mercantilist_War",="175.0**",=""
="",="(2.59)",=""

="ally # Blockade # year_of_war",="-0.0975**",=""
="",="(-2.58)",=""

="ally # Mercantilist_War # year_of_war",="0.0111",=""
="",="(0.88)",=""

="foe # Blockade # year_of_war",="0.114***",=""
="",="(3.30)",=""

="foe # Mercantilist_War # year_of_war",="-0.126",=""
="",="(-1.82)",=""

="neutral # Blockade # year_of_war",="0.0955",=""
="",="(1.09)",=""

="neutral # Mercantilist_War # year_of_war",="0.0204",=""
="",="(1.10)",=""

="Allemagne # Coffee",="0",="0"
="",="(.)",="(.)"

="Allemagne # Eau de vie",="-13.70",="-2.149"
="",="(-0.27)",="(-0.05)"

="Allemagne # Other",="39.80",="65.28"
="",="(0.80)",="(1.23)"

="Allemagne # Sugar",="44.77",="-86.66"
="",="(0.66)",="(-0.77)"

="Allemagne # Wine",="-46.69",="-56.27"
="",="(-0.91)",="(-1.78)"

="Angleterre # Coffee",="-1.120",="-21.64"
="",="(-0.02)",="(-0.21)"

="Angleterre # Eau de vie",="-17.50",="-56.00"
="",="(-0.31)",="(-0.52)"

="Angleterre # Other",="-81.72",="-149.8"
="",="(-1.30)",="(-1.55)"

="Angleterre # Sugar",="226.3*",="312.4**"
="",="(2.25)",="(3.04)"

="Angleterre # Wine",="-43.33",="-112.2"
="",="(-0.69)",="(-1.19)"

="Espagne # Coffee",="128.4*",="255.9**"
="",="(2.47)",="(2.67)"

="Espagne # Eau de vie",="-24.42",="1.408"
="",="(-0.46)",="(0.03)"

="Espagne # Other",="64.27",="97.90"
="",="(1.28)",="(1.85)"

="Espagne # Sugar",="127.5*",="131.3"
="",="(2.35)",="(1.65)"

="Espagne # Wine",="50.02",="55.48"
="",="(0.98)",="(1.75)"

="Flandre et autres états de l'Empereur # Coffee",="117.2*",="233.3*"
="",="(2.23)",="(2.44)"

="Flandre et autres états de l'Empereur # Eau de vie",="116.0*",="151.5***"
="",="(2.22)",="(3.58)"

="Flandre et autres états de l'Empereur # Other",="134.2**",="161.9**"
="",="(2.65)",="(3.01)"

="Flandre et autres états de l'Empereur # Sugar",="123.9*",="119.6"
="",="(2.34)",="(1.62)"

="Flandre et autres états de l'Empereur # Wine",="151.7**",="152.0***"
="",="(2.94)",="(4.54)"

="Hollande # Coffee",="97.95",="227.2*"
="",="(1.87)",="(2.39)"

="Hollande # Eau de vie",="64.39",="112.8*"
="",="(1.23)",="(2.54)"

="Hollande # Other",="17.80",="58.98"
="",="(0.35)",="(1.10)"

="Hollande # Sugar",="103.9*",="109.3"
="",="(1.97)",="(1.51)"

="Hollande # Wine",="56.75",="71.81*"
="",="(1.09)",="(2.01)"

="Italie # Coffee",="110.9*",="248.5**"
