
="",="(1)",="(2)"
="",="war # status",="war #goods"

="(sum) value",="",=""
="ally # Blockade",="0",=""
="",="(.)",=""

="ally # Mercantilist_War",="69.21",=""
="",="(1.39)",=""

="foe # Blockade",="228.5***",=""
="",="(3.36)",=""

="foe # Mercantilist_War",="69.27",=""
="",="(1.39)",=""

="neutral # Blockade",="265.2",=""
="",="(1.53)",=""

="neutral # Mercantilist_War",="68.89",=""
="",="(1.38)",=""

="ally # Blockade # year_of_war",="-0.0390",=""
="",="(-1.40)",=""

="ally # Mercantilist_War # year_of_war",="0.0449***",=""
="",="(4.10)",=""

="foe # Blockade # year_of_war",="0.0890***",=""
="",="(3.29)",=""

="foe # Mercantilist_War # year_of_war",="0.0896**",=""
="",="(2.76)",=""

="neutral # Blockade # year_of_war",="0.109",=""
="",="(1.17)",=""

="neutral # Mercantilist_War # year_of_war",="0.118***",=""
="",="(4.80)",=""

="Allemagne # European foodstuff and beverage",="0",="0"
="",="(.)",="(.)"

="Allemagne # Other",="64.63***",="34.80"
="",="(4.25)",="(1.11)"

="Allemagne # Plantation foodstuff",="12.79",="-240.7***"
="",="(0.72)",="(-4.04)"

="Allemagne # Raw mat fuel oils",="98.42***",="-50.17"
="",="(10.90)",="(-1.58)"

="Allemagne # Textile manuf",="44.28***",="101.8"
="",="(4.72)",="(1.15)"

="Allemagne # Various manuf",="98.92***",="100.2***"
="",="(10.14)",="(3.73)"

="Angleterre # European foodstuff and beverage",="7.274",="45.05"
="",="(0.31)",="(1.92)"

="Angleterre # Other",="-24.46",="-30.04"
="",="(-0.93)",="(-0.91)"

="Angleterre # Plantation foodstuff",="108.0***",="-82.96"
="",="(7.19)",="(-1.48)"

="Angleterre # Raw mat fuel oils",="47.52**",="-70.67*"
="",="(3.23)",="(-2.25)"

="Angleterre # Textile manuf",="77.88***",="161.3"
="",="(4.82)",="(1.82)"

="Angleterre # Various manuf",="66.25***",="88.52***"
="",="(4.43)",="(3.29)"

="Espagne # European foodstuff and beverage",="-1.848",="27.31"
="",="(-0.16)",="(1.57)"

="Espagne # Other",="59.73***",="36.61"
="",="(6.00)",="(1.23)"

="Espagne # Plantation foodstuff",="124.9***",="-66.65"
="",="(6.42)",="(-1.14)"

="Espagne # Raw mat fuel oils",="29.40**",="-102.2**"
="",="(2.63)",="(-3.12)"

="Espagne # Textile manuf",="62.60***",="129.8"
="",="(6.13)",="(1.47)"

="Espagne # Various manuf",="60.53***",="68.12**"
="",="(6.39)",="(2.64)"

="Flandre et autres états de l'Empereur # European foodstuff and beverage",="146.0***",="189.0***"
="",="(3.64)",="(4.73)"

="Flandre et autres états de l'Empereur # Other",="53.18**",="24.35"
="",="(2.93)",="(0.73)"

="Flandre et autres états de l'Empereur # Plantation foodstuff",="62.69*",="-128.2*"
="",="(2.04)",="(-2.22)"

="Flandre et autres états de l'Empereur # Raw mat fuel oils",="74.39***",="-84.14*"
="",="(3.71)",="(-2.39)"

="Flandre et autres états de l'Empereur # Textile manuf",="60.98***",="119.0"
="",="(3.94)",="(1.34)"

